,decyear,east(m),north(m),up(m)
1190,2023.4196,0.675104,0.984511,-0.147972
1191,2023.4223,0.67773,0.981921,-0.152646
1192,2023.4251,0.675845,0.982669,-0.150096
1193,2023.4278,0.677464,0.982479,-0.148906
1194,2023.4305,0.677761,0.983086,-0.145982
1195,2023.436,0.675487,0.984419,-0.150195
1196,2023.4387,0.676094,0.983103,-0.151796
1197,2023.4415,0.677339,0.983285,-0.151072
1198,2023.4442,0.673642,0.983235,-0.146993
1199,2023.4552,0.678156,0.984179,-0.153818
1200,2023.4579,0.677097,0.984499,-0.154557
1201,2023.4606,0.676515,0.983216,-0.147201
1202,2023.4634,0.674713,0.983513,-0.153257
1203,2023.4661,0.675565,0.984039,-0.153523
1204,2023.4689,0.676489,0.983295,-0.157412
1205,2023.4716,0.674225,0.984007,-0.15516
1206,2023.4743,0.675963,0.983932,-0.156159
1207,2023.4771,0.677057,0.984109,-0.158292
1208,2023.4798,0.676624,0.984829,-0.155961
1209,2023.4825,0.676295,0.98384,-0.155344
1210,2023.488,0.675697,0.984397,-0.15623
1211,2023.4935,0.676523,0.984969,-0.157213
1212,2023.4962,0.676942,0.983841,-0.157407
1213,2023.499,0.6749,0.983582,-0.150557
1214,2023.5017,0.675599,0.983113,-0.154688
1215,2023.5044,0.678235,0.985104,-0.158755
1216,2023.5127,0.675543,0.985986,-0.154204
1217,2023.5154,0.675911,0.985787,-0.154506
1218,2023.5209,0.678964,0.986047,-0.157552
1219,2023.5236,0.677011,0.984398,-0.161638
1220,2023.5264,0.676444,0.985532,-0.157499
1221,2023.5291,0.675408,0.984059,-0.156828
1222,2023.5318,0.677042,0.985047,-0.165726
1223,2023.54,0.676415,0.984411,-0.154914
1224,2023.5428,0.678409,0.986611,-0.1614
1225,2023.5455,0.677998,0.984206,-0.159205
1226,2023.551,0.676378,0.985242,-0.165299
1227,2023.5537,0.678172,0.984476,-0.167532
1228,2023.5565,0.675753,0.985064,-0.163935
1229,2023.5592,0.676892,0.9829,-0.159039
1230,2023.5619,0.676921,0.983384,-0.161597
1231,2023.5647,0.679001,0.984478,-0.170871
1232,2023.5674,0.676542,0.984317,-0.166056
1233,2023.5702,0.678308,0.983991,-0.168235
1234,2023.5729,0.679837,0.983444,-0.166719
1235,2023.5756,0.680364,0.984001,-0.162045
1236,2023.5784,0.680132,0.983711,-0.160203
1237,2023.5811,0.679396,0.986263,-0.160102
1238,2023.5838,0.677787,0.983601,-0.16133
1239,2023.5866,0.678786,0.985544,-0.163374
1240,2023.5893,0.679189,0.984169,-0.163927
1241,2023.5921,0.681,0.982921,-0.163056
1242,2023.5948,0.680261,0.982995,-0.165995
1243,2023.5975,0.680941,0.984381,-0.169268
1244,2023.6003,0.67814,0.983122,-0.166075
1245,2023.603,0.678699,0.984787,-0.161143
1246,2023.6057,0.681396,0.985166,-0.158324
1247,2023.6085,0.679608,0.984785,-0.16499
1248,2023.6112,0.678425,0.986048,-0.17269
1249,2023.614,0.680253,0.983229,-0.165416
1250,2023.6167,0.678848,0.985043,-0.170802
1251,2023.6194,0.680232,0.981926,-0.169898
1252,2023.6222,0.682706,0.98454,-0.168772
1253,2023.6249,0.680648,0.984114,-0.166255
1254,2023.6277,0.679765,0.98496,-0.167739
1255,2023.6304,0.678445,0.985513,-0.160781
1256,2023.6331,0.68133,0.983035,-0.166019
1257,2023.6359,0.678492,0.985179,-0.165725
1258,2023.6386,0.679313,0.985628,-0.16609
1259,2023.6413,0.678901,0.984359,-0.162638
1260,2023.6441,0.678533,0.9825,-0.158692
1261,2023.6468,0.678374,0.984917,-0.163987
1262,2023.6496,0.679349,0.984199,-0.163548
1263,2023.6523,0.68132,0.983667,-0.166741
1264,2023.655,0.679302,0.984848,-0.163405
1265,2023.6578,0.679721,0.985025,-0.162517
1266,2023.6605,0.678498,0.982594,-0.163038
1267,2023.6632,0.678521,0.98262,-0.162235
1268,2023.666,0.678272,0.982232,-0.167016
1269,2023.6687,0.679857,0.983299,-0.163042
1270,2023.6715,0.679277,0.984224,-0.157308
1271,2023.6742,0.677864,0.983981,-0.160236
1272,2023.6797,0.677369,0.984378,-0.16153
1273,2023.6824,0.677958,0.984177,-0.162929
1274,2023.6851,0.67898,0.983685,-0.164867
1275,2023.6879,0.677269,0.982495,-0.162377
1276,2023.6906,0.679335,0.98319,-0.160301
1277,2023.6934,0.677286,0.983883,-0.160678
1278,2023.6961,0.677712,0.981574,-0.163615
1279,2023.7016,0.680031,0.98112,-0.150678
1280,2023.7043,0.678667,0.981425,-0.150641
1281,2023.707,0.676854,0.981598,-0.152804
1282,2023.7098,0.677602,0.98158,-0.152872
1283,2023.7125,0.679409,0.981714,-0.149413
1284,2023.7153,0.677638,0.981052,-0.152015
1285,2023.718,0.678209,0.981636,-0.145285
1286,2023.7207,0.677392,0.980255,-0.14804
1287,2023.7235,0.67881,0.982002,-0.151548
1288,2023.7262,0.676941,0.98275,-0.143709
1289,2023.729,0.678379,0.98177,-0.149564
1290,2023.7317,0.678866,0.981648,-0.147695
1291,2023.7344,0.677627,0.98152,-0.145447
1292,2023.7372,0.67609,0.980609,-0.149664
1293,2023.7399,0.675751,0.980563,-0.149509
1294,2023.7426,0.678402,0.979655,-0.146881
1295,2023.7454,0.677557,0.98103,-0.14166
1296,2023.7481,0.678166,0.981284,-0.150511
1297,2023.7509,0.677227,0.980703,-0.150171
1298,2023.7536,0.675557,0.982141,-0.147154
1299,2023.7563,0.677334,0.981815,-0.149202
1300,2023.7591,0.679607,0.983244,-0.150506
1301,2023.7618,0.677691,0.98195,-0.154848
1302,2023.7645,0.679424,0.981421,-0.150476
1303,2023.7673,0.680647,0.981409,-0.150165
1304,2023.77,0.678876,0.981863,-0.144031
1305,2023.7728,0.676879,0.981394,-0.140275
1306,2023.7755,0.678696,0.984035,-0.145045
1307,2023.7782,0.67867,0.983097,-0.14554
1308,2023.781,0.677813,0.982307,-0.150949
1309,2023.7837,0.677634,0.982086,-0.152906
1310,2023.7864,0.678673,0.984119,-0.151161
1311,2023.7892,0.677536,0.983565,-0.147379
1312,2023.7919,0.677402,0.981379,-0.148101
1313,2023.7947,0.679028,0.981979,-0.147396
1314,2023.7974,0.676343,0.982288,-0.151834
1315,2023.8001,0.675404,0.982482,-0.148636
1316,2023.8029,0.675046,0.983142,-0.146456
1317,2023.8056,0.675886,0.980719,-0.144306
1318,2023.8084,0.675313,0.983931,-0.140218
1319,2023.8111,0.675788,0.983862,-0.148331
1320,2023.8138,0.676176,0.983159,-0.149491
1321,2023.8166,0.675458,0.983515,-0.145032
1322,2023.8193,0.674835,0.984243,-0.148965
1323,2023.822,0.675647,0.982823,-0.151709
1324,2023.8248,0.677889,0.983528,-0.152253
1325,2023.8275,0.677155,0.984023,-0.151329
1326,2023.8303,0.676798,0.983749,-0.148528
1327,2023.833,0.67804,0.985503,-0.1505
1328,2023.8357,0.676849,0.985376,-0.159487
1329,2023.8385,0.676856,0.985048,-0.157354
1330,2023.8412,0.676467,0.985133,-0.155777
1331,2023.8439,0.675705,0.984811,-0.156775
1332,2023.8467,0.676056,0.984544,-0.15386
1333,2023.8494,0.675416,0.983392,-0.154756
1334,2023.8549,0.67736,0.984379,-0.155039
1335,2023.8576,0.676064,0.98356,-0.151234
1336,2023.8604,0.675741,0.98389,-0.150795
1337,2023.8631,0.676365,0.98515,-0.155014
1338,2023.8658,0.675524,0.985055,-0.148741
1339,2023.8686,0.676006,0.98353,-0.150941
1340,2023.8713,0.677608,0.980653,-0.14669
1341,2023.8741,0.675029,0.982749,-0.152227
1342,2023.8795,0.676415,0.981809,-0.148341
1343,2023.8823,0.677278,0.983705,-0.147262
1344,2023.885,0.674812,0.985094,-0.15285
1345,2023.8877,0.676561,0.984541,-0.158591
1346,2023.8905,0.675595,0.984129,-0.154575
1347,2023.8932,0.67696,0.983603,-0.152993
1348,2023.896,0.676114,0.9856,-0.145661
1349,2023.8987,0.676918,0.984282,-0.145453
1350,2023.9014,0.676064,0.983176,-0.15163
1351,2023.9042,0.677135,0.983009,-0.146635
1352,2023.9069,0.675515,0.982075,-0.149388
1353,2023.9097,0.674863,0.983661,-0.147243
1354,2023.9124,0.674557,0.982245,-0.143974
1355,2023.9151,0.675272,0.981737,-0.146625
1356,2023.9179,0.676675,0.981017,-0.148573
1357,2023.9206,0.676106,0.981159,-0.148508
1358,2023.9233,0.675941,0.982973,-0.151418
1359,2023.9261,0.675275,0.981599,-0.149551
1360,2023.9288,0.676848,0.981199,-0.156102
1361,2023.9316,0.677135,0.982674,-0.151154
1362,2023.9343,0.677512,0.983027,-0.151971
1363,2023.937,0.676878,0.982156,-0.150821
1364,2023.9398,0.676773,0.984872,-0.158782
1365,2023.9425,0.675592,0.985229,-0.154047
1366,2023.9452,0.676729,0.986514,-0.153495
1367,2023.948,0.677044,0.985815,-0.150991
1368,2023.9507,0.678233,0.984751,-0.151099
1369,2023.9535,0.676298,0.984138,-0.154918
1370,2023.9562,0.675375,0.984667,-0.151416
1371,2023.9589,0.676062,0.98324,-0.154489
1372,2023.9617,0.675131,0.985648,-0.146622
1373,2023.9644,0.675174,0.983462,-0.155859
1374,2023.9671,0.674725,0.983419,-0.150006
1375,2023.9699,0.67552,0.983954,-0.151793
1376,2023.9726,0.675222,0.983143,-0.156569
1377,2023.9754,0.675112,0.984725,-0.153286
1378,2023.9781,0.676544,0.984013,-0.152809
1379,2023.9808,0.67654,0.986031,-0.151395
1380,2023.9836,0.676003,0.982979,-0.154368
1381,2023.9863,0.676388,0.983286,-0.155658
1382,2023.989,0.675048,0.984334,-0.149731
1383,2023.9918,0.674,0.985283,-0.152158
1384,2023.9945,0.675682,0.98368,-0.153113
1385,2023.9973,0.674765,0.985015,-0.155799
1386,2024.0,0.674852,0.983652,-0.152555
1387,2024.0027,0.674633,0.983946,-0.154631
1388,2024.0055,0.67429,0.985383,-0.154363
1389,2024.0082,0.674061,0.984787,-0.149518
1390,2024.011,0.672602,0.984819,-0.15199
1391,2024.0137,0.673149,0.984244,-0.154259
1392,2024.0164,0.673346,0.986012,-0.149311
1393,2024.0192,0.675176,0.987314,-0.148146
1394,2024.0219,0.673414,0.986129,-0.149155
1395,2024.0246,0.672146,0.985534,-0.14331
1396,2024.0274,0.67278,0.986812,-0.147375
1397,2024.0301,0.6739,0.987378,-0.15173
1398,2024.0329,0.674418,0.985448,-0.148976
1399,2024.0356,0.674721,0.987624,-0.1474
1400,2024.0383,0.674279,0.985633,-0.148027
1401,2024.0411,0.674157,0.9845,-0.145887
1402,2024.0438,0.672824,0.986581,-0.153016
1403,2024.0465,0.674965,0.986392,-0.150812
1404,2024.0493,0.67537,0.985484,-0.159504
1405,2024.052,0.674856,0.987982,-0.148614
1406,2024.0548,0.673589,0.985485,-0.143652
1407,2024.0575,0.673504,0.984704,-0.142322
1408,2024.0602,0.675086,0.986099,-0.144163
1409,2024.063,0.673994,0.986449,-0.149476
1410,2024.0657,0.673145,0.987672,-0.150765
1411,2024.0684,0.673575,0.987259,-0.149769
1412,2024.0712,0.674652,0.987545,-0.150386
1413,2024.0739,0.67397,0.986441,-0.151433
1414,2024.0767,0.674043,0.98659,-0.148503
1415,2024.0794,0.673212,0.986404,-0.146559
1416,2024.0821,0.673644,0.986793,-0.144698
1417,2024.0849,0.672742,0.984642,-0.143224
1418,2024.0903,0.67094,0.987665,-0.144366
1419,2024.0931,0.671884,0.986222,-0.146024
1420,2024.0958,0.672729,0.988349,-0.143768
1421,2024.0986,0.672812,0.98731,-0.147414
1422,2024.1013,0.67191,0.986326,-0.140802
1423,2024.104,0.671283,0.987003,-0.15066
1424,2024.1068,0.671338,0.988243,-0.15257
1425,2024.1095,0.673102,0.986901,-0.152562
1426,2024.1123,0.671405,0.98793,-0.155142
1427,2024.115,0.672238,0.988552,-0.153876
1428,2024.1177,0.672656,0.988535,-0.148821
1429,2024.1205,0.674125,0.98733,-0.151674
1430,2024.1232,0.673635,0.986759,-0.152743
1431,2024.1259,0.673035,0.988147,-0.15203
1432,2024.1314,0.671739,0.986968,-0.152163
1433,2024.1342,0.671061,0.988629,-0.151017
1434,2024.1369,0.671185,0.987919,-0.150388
1435,2024.1396,0.67309,0.986161,-0.149231
1436,2024.1424,0.672197,0.990052,-0.149162
1437,2024.1451,0.67188,0.989531,-0.14935
1438,2024.1478,0.673356,0.990445,-0.150965
1439,2024.1506,0.672982,0.98937,-0.146241
1440,2024.1533,0.673966,0.988537,-0.145258
1441,2024.1561,0.672462,0.989101,-0.150004
1442,2024.1588,0.674784,0.989302,-0.149123
1443,2024.1615,0.674663,0.990165,-0.153789
1444,2024.1643,0.674172,0.989528,-0.146993
1445,2024.167,0.674177,0.989218,-0.148413
1446,2024.1697,0.674549,0.988278,-0.150727
1447,2024.1752,0.675191,0.989011,-0.15069
1448,2024.178,0.675702,0.989477,-0.148761
1449,2024.1807,0.675641,0.989543,-0.152492
1450,2024.1834,0.674388,0.989627,-0.152105
1451,2024.1862,0.67479,0.990386,-0.155005
1452,2024.1889,0.67464,0.989162,-0.154304
1453,2024.1916,0.67341,0.990643,-0.149656
1454,2024.1944,0.673769,0.988845,-0.154469
1455,2024.1971,0.674128,0.989849,-0.154598
1456,2024.1999,0.67624,0.990882,-0.157728
1457,2024.2026,0.676367,0.992064,-0.155171
1458,2024.2053,0.676977,0.991492,-0.15984
1459,2024.2081,0.677404,0.990623,-0.157955
1460,2024.2108,0.677072,0.990002,-0.161238
1461,2024.2136,0.676295,0.991502,-0.159895
1462,2024.2163,0.677355,0.991395,-0.161384
1463,2024.219,0.675233,0.991273,-0.161828
1464,2024.2218,0.676264,0.991636,-0.170003
1465,2024.2245,0.677982,0.988809,-0.161404
1466,2024.2272,0.674427,0.99066,-0.164033
1467,2024.23,0.676387,0.99193,-0.160785
1468,2024.2327,0.676315,0.991833,-0.168252
1469,2024.2355,0.677499,0.991282,-0.170187
1470,2024.2382,0.677967,0.991903,-0.164321
1471,2024.2409,0.675683,0.990648,-0.164705
1472,2024.2437,0.674806,0.991174,-0.167337
1473,2024.2464,0.676105,0.991678,-0.165954
1474,2024.2491,0.67423,0.991013,-0.170658
1475,2024.2519,0.674241,0.991461,-0.173661
1476,2024.2546,0.674792,0.99159,-0.17386
1477,2024.2574,0.67418,0.990903,-0.172298
1478,2024.2601,0.673471,0.991874,-0.169021
1479,2024.2628,0.674183,0.9941,-0.174245
1480,2024.2683,0.674209,0.992852,-0.175021
1481,2024.271,0.675021,0.992574,-0.178107
1482,2024.2738,0.674212,0.994259,-0.179725
1483,2024.2765,0.67342,0.992973,-0.179021
1484,2024.2793,0.674237,0.993153,-0.177409
1485,2024.282,0.674658,0.991451,-0.182209
1486,2024.2847,0.673689,0.992811,-0.184316
1487,2024.2875,0.672193,0.993401,-0.182029
1488,2024.2902,0.674977,0.993021,-0.177868
1489,2024.293,0.673996,0.993419,-0.184034
1490,2024.2984,0.674045,0.99297,-0.179585
1491,2024.3012,0.674453,0.992064,-0.179353
1492,2024.3039,0.672791,0.99303,-0.177228
1493,2024.3066,0.674004,0.994335,-0.178106
1494,2024.3094,0.673453,0.992476,-0.176093
1495,2024.3121,0.673344,0.993623,-0.179943
1496,2024.3149,0.672817,0.992788,-0.177402
1497,2024.3176,0.673562,0.992889,-0.178123
1498,2024.3203,0.672622,0.99503,-0.175831
1499,2024.3231,0.674286,0.993782,-0.172897
1500,2024.3258,0.673388,0.994516,-0.180926
1501,2024.3285,0.675008,0.995241,-0.18365
1502,2024.3313,0.673816,0.992592,-0.176199
1503,2024.334,0.672686,0.993784,-0.176582
1504,2024.3368,0.673335,0.994053,-0.173266
1505,2024.3395,0.673694,0.991919,-0.177279
1506,2024.3422,0.671771,0.992856,-0.18197
1507,2024.345,0.671074,0.992144,-0.180133
1508,2024.3477,0.67032,0.99401,-0.17854
1509,2024.3504,0.672104,0.992399,-0.176482
1510,2024.3532,0.672855,0.992547,-0.181445
1511,2024.3614,0.671873,0.992263,-0.179717
1512,2024.3641,0.671245,0.991532,-0.178873
1513,2024.3669,0.670107,0.992277,-0.179635
1514,2024.3696,0.668524,0.991047,-0.178375
1515,2024.3723,0.66939,0.990949,-0.187046
1516,2024.3751,0.671005,0.993077,-0.182869
1517,2024.3778,0.671855,0.993925,-0.178755
1518,2024.3806,0.671475,0.993547,-0.181728
1519,2024.3833,0.672,0.993216,-0.179433
1520,2024.386,0.67141,0.995326,-0.185639
1521,2024.3888,0.670973,0.992973,-0.183518
1522,2024.3943,0.672507,0.993556,-0.181174
1523,2024.397,0.672362,0.992611,-0.183692
1524,2024.3997,0.674697,0.991992,-0.188413
1525,2024.4025,0.673093,0.992677,-0.191167
1526,2024.4052,0.673831,0.990092,-0.189659
1527,2024.4079,0.674704,0.99209,-0.188868
1528,2024.4107,0.675655,0.99208,-0.187014
1529,2024.4134,0.671694,0.989392,-0.191337
1530,2024.4162,0.673827,0.992272,-0.195452
1531,2024.4189,0.673212,0.991572,-0.195304
1532,2024.4216,0.672923,0.991652,-0.196794
1533,2024.4244,0.673543,0.993259,-0.191262
1534,2024.4271,0.675237,0.992843,-0.191768
1535,2024.4298,0.675531,0.993033,-0.19271
1536,2024.4326,0.675494,0.994357,-0.199079
1537,2024.4353,0.67265,0.993118,-0.19847
1538,2024.4381,0.67244,0.991596,-0.19726
1539,2024.4408,0.671474,0.994063,-0.197026
1540,2024.4435,0.673749,0.995147,-0.200303
1541,2024.4463,0.671683,0.992156,-0.198328
1542,2024.449,0.671493,0.994025,-0.199833
1543,2024.4517,0.672863,0.993554,-0.197009
1544,2024.4545,0.671818,0.995542,-0.191481
1545,2024.4572,0.671822,0.995351,-0.191626
1546,2024.46,0.671741,0.995231,-0.187912
1547,2024.4627,0.672991,0.993825,-0.187556
1548,2024.4654,0.674094,0.994213,-0.191926
1549,2024.4682,0.67255,0.994452,-0.192945
1550,2024.4709,0.672059,0.993828,-0.196046
1551,2024.4736,0.672404,0.994077,-0.194876
1552,2024.4764,0.671844,0.993769,-0.193847
1553,2024.4819,0.671636,0.993314,-0.192958
1554,2024.4846,0.670698,0.993984,-0.18964
1555,2024.4873,0.671952,0.994472,-0.197604
1556,2024.4901,0.67326,0.995304,-0.194757
1557,2024.4928,0.671935,0.995136,-0.198298
1558,2024.4956,0.673415,0.995913,-0.19627
1559,2024.4983,0.676029,0.995159,-0.197397
1560,2024.501,0.671806,0.996956,-0.196704
1561,2024.5038,0.671627,0.994348,-0.195005
1562,2024.5065,0.671572,0.9959,-0.203251
1563,2024.5092,0.67237,0.994088,-0.200551
1564,2024.512,0.672435,0.995933,-0.198478
1565,2024.5147,0.672257,0.997516,-0.193682
1566,2024.5175,0.673609,0.996624,-0.195414
1567,2024.5202,0.672569,0.995901,-0.19831
1568,2024.5229,0.671608,0.996048,-0.204313
1569,2024.5257,0.671994,0.996699,-0.201852
1570,2024.5284,0.671857,0.997731,-0.205619
1571,2024.5311,0.673376,0.995454,-0.203681
1572,2024.5339,0.673578,0.994993,-0.201339
1573,2024.5366,0.672237,0.99718,-0.19241
1574,2024.5394,0.670945,0.996467,-0.204529
1575,2024.5421,0.673265,0.994154,-0.20771
1576,2024.5448,0.672458,0.994478,-0.201781
1577,2024.5476,0.67026,0.993907,-0.203764
1578,2024.5503,0.672322,0.995124,-0.205992
1579,2024.553,0.673204,0.992631,-0.20587
1580,2024.5558,0.673819,0.996955,-0.202639
1581,2024.5585,0.673266,0.995488,-0.204653
1582,2024.5613,0.671938,0.995332,-0.20736
1583,2024.564,0.672868,0.994267,-0.206454
1584,2024.5667,0.672015,0.994276,-0.210276
1585,2024.5695,0.67276,0.992398,-0.21512
1586,2024.5722,0.672028,0.994159,-0.213872
1587,2024.5749,0.676198,0.989277,-0.20604
1588,2024.5804,0.674707,0.996033,-0.214341
1589,2024.5832,0.674061,0.996002,-0.219257
1590,2024.5859,0.674088,0.99489,-0.216827
1591,2024.5886,0.671694,0.994433,-0.222298
1592,2024.5914,0.673161,0.995968,-0.21325
1593,2024.5941,0.671701,0.994944,-0.215174
1594,2024.5996,0.672504,0.995274,-0.210886
1595,2024.6023,0.672771,0.993958,-0.218568
1596,2024.6051,0.673994,0.993982,-0.218366
1597,2024.6078,0.677994,0.992983,-0.217052
1598,2024.6105,0.67476,0.995201,-0.224427
1599,2024.6133,0.673328,0.993739,-0.215759
1600,2024.616,0.672137,0.993008,-0.223145
1601,2024.6188,0.673153,0.99312,-0.220831
1602,2024.6215,0.673491,0.992505,-0.222073
1603,2024.6242,0.671009,0.993125,-0.223359
1604,2024.627,0.673187,0.99414,-0.219955
1605,2024.6297,0.672778,0.994423,-0.223459
1606,2024.6324,0.672991,0.994771,-0.223349
1607,2024.6352,0.673947,0.994155,-0.224571
1608,2024.6379,0.672071,0.992139,-0.228268
1609,2024.6407,0.672136,0.99253,-0.226402
1610,2024.6434,0.672582,0.993026,-0.225256
1611,2024.6461,0.673658,0.992761,-0.224722
1612,2024.6489,0.674292,0.994484,-0.223272
1613,2024.6516,0.67373,0.994292,-0.227586
1614,2024.6543,0.671962,0.992849,-0.226606
1615,2024.6571,0.67032,0.991368,-0.224852
1616,2024.6598,0.671198,0.993009,-0.231527
1617,2024.6626,0.67102,0.993401,-0.227059
1618,2024.6653,0.670832,0.992528,-0.228399
1619,2024.668,0.671098,0.993408,-0.231151
1620,2024.6708,0.671583,0.994082,-0.227334
1621,2024.6735,0.671116,0.995099,-0.228417
1622,2024.6762,0.672074,0.995326,-0.230098
1623,2024.679,0.671099,0.995102,-0.231704
1624,2024.6817,0.67182,0.993872,-0.225793
1625,2024.6845,0.671496,0.993428,-0.220883
1626,2024.6872,0.672272,0.994568,-0.222984
1627,2024.6899,0.670816,0.993796,-0.226878
1628,2024.6927,0.670918,0.995416,-0.224821
1629,2024.6954,0.673016,0.994356,-0.223016
1630,2024.6982,0.672455,0.993459,-0.217819
1631,2024.7009,0.674218,0.991377,-0.222973
1632,2024.7036,0.67191,0.992178,-0.227
1633,2024.7064,0.672606,0.992168,-0.228663
1634,2024.7091,0.672221,0.992782,-0.225974
1635,2024.7118,0.671439,0.992442,-0.226065
1636,2024.7146,0.6708,0.992157,-0.223571
1637,2024.7173,0.669465,0.993517,-0.224315
1638,2024.7201,0.671028,0.994929,-0.224093
1639,2024.7228,0.669619,0.994432,-0.223675
1640,2024.7255,0.668958,0.994018,-0.221457
1641,2024.7283,0.670216,0.993815,-0.220576
1642,2024.731,0.669846,0.99444,-0.222883
1643,2024.7337,0.668756,0.991169,-0.221147
1644,2024.7365,0.66884,0.992483,-0.219656
1645,2024.7392,0.667976,0.992336,-0.220074
1646,2024.742,0.668003,0.993639,-0.218021
1647,2024.7447,0.670647,0.993964,-0.218856
1648,2024.7474,0.670355,0.992951,-0.228952
1649,2024.7502,0.66758,0.993481,-0.225004
1650,2024.7529,0.668435,0.994596,-0.225046
1651,2024.7556,0.66932,0.994387,-0.222058
1652,2024.7584,0.670886,0.994177,-0.21888
1653,2024.7611,0.670236,0.994864,-0.221499
1654,2024.7639,0.669788,0.9939,-0.224952
1655,2024.7666,0.670141,0.994208,-0.227405
1656,2024.7693,0.669964,0.994093,-0.222326
1657,2024.7721,0.670587,0.995661,-0.222122
1658,2024.7748,0.673923,0.993737,-0.221469
1659,2024.7775,0.671843,0.99523,-0.222715
1660,2024.7803,0.673265,0.996709,-0.223583
1661,2024.8104,0.672697,0.994882,-0.230561
1662,2024.8131,0.671494,0.995508,-0.229169
1663,2024.8159,0.673083,0.994993,-0.228514
1664,2024.8186,0.671849,0.99465,-0.22403
1665,2024.8214,0.671104,0.995623,-0.224048
1666,2024.8241,0.670045,0.99418,-0.225878
1667,2024.8268,0.669905,0.995756,-0.225355
1668,2024.8296,0.671595,0.997871,-0.226501
1669,2024.8323,0.669386,0.995722,-0.22697
1670,2024.835,0.669689,0.994514,-0.219932
1671,2024.8405,0.669944,0.995221,-0.221185
1672,2024.846,0.669607,0.995671,-0.219195
1673,2024.8487,0.670441,0.996942,-0.216916
1674,2024.8515,0.668838,0.996412,-0.219621
1675,2024.8542,0.671484,0.996424,-0.217768
1676,2024.8569,0.670424,0.99463,-0.214756
1677,2024.8597,0.672419,0.995578,-0.214368
1678,2024.8624,0.670962,0.994443,-0.218274
1679,2024.8652,0.671,0.995024,-0.218866
1680,2024.8679,0.671042,0.993741,-0.218113
1681,2024.8706,0.670022,0.993709,-0.214799
1682,2024.8734,0.668465,0.99397,-0.21324
1683,2024.8761,0.667851,0.994587,-0.215612
1684,2024.8789,0.669407,0.993614,-0.213428
1685,2024.8816,0.668374,0.993341,-0.209407
1686,2024.8843,0.668849,0.993891,-0.211676
1687,2024.8871,0.670439,0.993663,-0.211783
1688,2024.8925,0.670653,0.99507,-0.208358
1689,2024.8953,0.66963,0.99437,-0.214105
1690,2024.898,0.668129,0.993407,-0.211623
1691,2024.9035,0.668452,0.994268,-0.208754
1692,2024.9117,0.66983,0.995999,-0.214962
1693,2024.9144,0.668054,0.994096,-0.211518
1694,2024.9199,0.669043,0.994704,-0.211747
1695,2024.9309,0.669254,0.995914,-0.208205
1696,2024.9336,0.66841,0.995859,-0.206905
1697,2024.9363,0.669084,0.994382,-0.209046
1698,2024.9446,0.667746,0.996352,-0.208559
1699,2024.9473,0.667441,0.996665,-0.203002
1700,2024.95,0.667099,0.996862,-0.204228
1701,2024.9528,0.667526,0.997679,-0.196146
1702,2024.9555,0.667146,0.995902,-0.209457
1703,2024.9582,0.668925,0.996922,-0.208574
1704,2024.961,0.666796,0.997326,-0.206529
1705,2024.9637,0.667487,0.995031,-0.208278
1706,2024.9665,0.666335,0.995096,-0.206501
1707,2024.9692,0.667881,0.995904,-0.209672
1708,2024.9719,0.667162,0.996863,-0.211195
1709,2024.9747,0.666743,0.996861,-0.201699
1710,2024.9774,0.667446,0.997879,-0.202826
1711,2024.9802,0.667025,0.996479,-0.200014
1712,2024.9829,0.665006,0.995813,-0.200688
1713,2024.9856,0.667741,0.998205,-0.20303
1714,2024.9884,0.664757,0.997496,-0.200006
1715,2024.9911,0.666768,0.997512,-0.204965
1716,2024.9938,0.665338,0.996172,-0.202183
1717,2024.9966,0.663907,0.996542,-0.203354
1718,2024.9993,0.664874,0.997286,-0.205067
1719,2025.0021,0.666097,0.996807,-0.204806
1720,2025.0048,0.667771,0.997193,-0.203679
1721,2025.0075,0.667884,0.998804,-0.201174
1722,2025.0103,0.665429,0.996821,-0.200304
1723,2025.0157,0.666542,0.998751,-0.20401
1724,2025.0185,0.6671,0.998447,-0.199003
1725,2025.0212,0.666913,0.998866,-0.207242
1726,2025.024,0.665143,0.998921,-0.202201
1727,2025.0267,0.66515,0.998526,-0.204132
1728,2025.0294,0.665459,0.998608,-0.196152
1729,2025.0322,0.665151,0.999414,-0.198544
1730,2025.0349,0.665842,0.999477,-0.197233
1731,2025.0376,0.666056,1.000338,-0.199258
1732,2025.0404,0.665723,0.999465,-0.200523
1733,2025.0431,0.666405,0.999332,-0.198
1734,2025.0459,0.665457,0.998921,-0.197144
1735,2025.0486,0.666283,1.000138,-0.20077
1736,2025.0513,0.666017,1.000781,-0.199443
1737,2025.0541,0.667306,1.000469,-0.202962
1738,2025.0568,0.666749,0.999249,-0.20186
1739,2025.0595,0.665027,1.001571,-0.203173
1740,2025.0623,0.664726,1.000384,-0.203805
1741,2025.065,0.663453,1.001283,-0.198122
1742,2025.0678,0.665263,0.999905,-0.193121
1743,2025.0705,0.666487,0.999873,-0.201694
1744,2025.0732,0.664541,0.99903,-0.199682
1745,2025.076,0.664001,0.999366,-0.199253
1746,2025.0787,0.665263,0.99953,-0.196293
1747,2025.0815,0.665796,1.001208,-0.195151
1748,2025.0842,0.66509,0.999882,-0.201806
1749,2025.0869,0.66412,0.999085,-0.195158
1750,2025.0924,0.663791,0.999614,-0.197202
