Sample,TOC,Mg,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,W,Hg,Pb,Bi,Th,U,LE,Al,Si,P,S,K,Ca
LCLD_5,1.47,29387.02,4014.77,251.665,84.575,523.96,33375.89,0,34.72,22.85,45,0,0,19.185,322.305,11.66,82.64,5.53,0,0,0,0,0,0,0,0,0,0,0,797842.44,15833.035,70728.71,0,4558.97,5941.025,35424.395
LCLD_8,1.37,36385.1,3343.373333,73.72333333,37.40666667,511.2616667,33616.54333,0,44.53,15.84666667,48.65166667,0,0,21.87833333,339.8533333,9.825,64.855,6.866666667,0,0,0,0,0,0,0,0,1.53,0,0,807738.295,14554.51833,68978.015,0,4794.981667,6079.771667,34335.22
LCLD_11,0.96,26963.39,3074.715,109.815,25.98166667,509.9533333,33657.16,0,47.20833333,20.115,49.34,0,0,18.30666667,313.0983333,9.065,60.30166667,5.888333333,0,0,0,0,0,0,0,0,0,0,0,819145.8183,12698.50667,60939.575,76.01,5447.87,5741.038333,32055.69667
LCLD_14,0.93,0,3177.236667,119.53,55.21833333,477.6083333,31574.95,0,36.15333333,17.31166667,45.50333333,0,0,17.51666667,329.255,11.05833333,72.00166667,10.135,0,0,0,0,0,0,0,0,0,0,0,843028.0383,11030.205,48494.25,0,6967.685,5148.985,29530.81
LCLD_17,1.47,0,1599.716667,0,0,350.895,23254.27833,0,25.545,14.96333333,38.92333333,0,0,17.33833333,265.0883333,9.658333333,57.5,6.745,0,0,0,0,0,0,0,0,0,0,0,923940.9217,4958.701667,16915.66833,0,9221.118333,3540.12,15782.82
LCLD_20,1.06,0,697.6533333,0,0,186.19,14501.065,0,3.288333333,6.4,28.80333333,0,0,15.43333333,218.7933333,8.578333333,48.29166667,9.276666667,0,0,0,0,0,0,0,1.065,0,0,0,942031.1983,3974.638333,13751.42,0,9575.723333,2760.605,8347.35
LCLD_23,1.5,24370.15,1864.891667,30.015,0,323.0033333,23646.355,0,23.19333333,8.703333333,38.705,0,0,18.79833333,278.685,10.75166667,66.03833333,8.29,0,0,4.893333333,0,0,0,0,0,0,0,0,891730.6067,6168.721667,24108.7,0,9036.985,3718.03,16867.03667
LCLD_26,0.37,0,1733.221667,25.84166667,12.51333333,326.8116667,23634.66333,0,27.40833333,10.53166667,39.135,0,0,18.52333333,288.3483333,10.85833333,65.73166667,12.54333333,0,0,0,0,0,0,0,1.001666667,0,5.713333333,0,921083.6183,4814.41,17509.63667,0,9654.52,3284.636667,13970.83667
LCLD_29,0.52,0,3140.22,142.1766667,24.11333333,368.4916667,26781.02833,0,30.55,5.391666667,36.41166667,0,0,20.12666667,359.6833333,12.86666667,82.68666667,11.85333333,0,0,0,0,0,0,0,0,0,0,0,905134.28,5709.963333,21901.385,0,10407.91167,3628.72,18174.96667
LCLD_32,0.45,23949.08,3566.998333,88.63166667,58.27833333,398.155,28306.03833,0,31.37166667,7.236666667,37.96333333,0,0,19.44833333,390.615,14.14666667,83.6,12.43333333,0,0,0,0,0,0,0,0,0,0,0,879508.6767,9557.43,33494.32667,0,9345.961667,4159.24,23361.36
LCLD_35,1.03,0,4409.996667,154.915,69.86833333,506.135,33417.095,0,30.25666667,13.69,45.61,0,0,23.68833333,373.3066667,12.945,85.95833333,14.615,0,0,0,0,0,0,0,0,0,0,0,864536.6483,10703.49,41476.80333,0,7787.908333,4821.023333,27939.16333
LCLD_38,1.53,0,2876.898333,95.50166667,0,436.135,30657.82333,0,38.01,15.955,44.14333333,0,0,20.61666667,306.8016667,9.943333333,61.475,8.431666667,0,0,0,0,0,0,0,0,0,0,0,866904.505,9515.708333,42034.99333,0,7011.456667,5033.036667,27128.90167
LCLD_41,0.91,0,2566.445,119.87,28.50666667,429.015,28935.41,0,28.07,15.57833333,44.605,0,0,19.12,292.0166667,9.283333333,62.785,10.06833333,0,0,0,0,0,0,0,0,0,0,0,882954.795,7461.945,32548.18,0,7830.326667,4504.446667,23763.305
LCLD_44,1.54,19446.4,2681.816667,0,0,414.6883333,27940.125,0,31.91333333,12.94,41.20333333,0,0,17.19333333,314.3016667,11.16,62.195,12.59666667,0,0,0,0,0,0,0,0,0,3.371666667,0,884417.28,7314.968333,32313.50667,0,7663.843333,4265.406667,24543.89833
LCLD_47,2.37,0,2021.293333,0,0,387.9133333,27682.58,0,29.48,21.83333333,45.30833333,0,0,17.56166667,239.365,9.135,51.42666667,12.015,0,5.695,0,0,0,0,0,0,0,0,0,897849.9767,6665.758333,32544.92,0,6049.895,4233.911667,22131.93167
LCLD_50,2.3,18941.24,2117.581667,37.725,14.36,461.27,30819.17,0,33.04,27.53,49.87333333,0,0,16.18333333,217.2266667,7.79,50.62333333,9.295,0,0,0,0,0,0,0,1.145,0,0,0,859423.1367,9006.708333,47796.705,0,5032.263333,5038.586667,25241.31833
LCLD_53,2.17,19107.56,2146.37,108.88,0,484.9383333,31687.18833,0,39.60666667,27.62666667,49.95333333,0,0,16.55,208.1216667,6.433333333,49.92166667,4.015,0,0,0,0,0,0,0,1.165,0,0,0,860953.0367,9720.543333,46187.635,0,5444.103333,5077.545,24126.47833
LCLD_56,2.24,18106.52,2501.196667,26.81,0,484.4683333,33465.51167,0,37.18333333,29.35833333,55.84666667,0.811666667,0,16.56666667,218.8233333,6.92,51.50166667,8.59,0,0,0,0,0,0,0,1.125,0,0,0,848353.585,10675.34833,50707.19667,0,5561.133333,5303.435,25726.04833
LCLD_59,1.89,27617.92,2547.31,28.09666667,10.47666667,522.6866667,33997.095,0,40.44833333,27.11333333,51.01666667,0,0,15.37666667,224.1666667,7.366666667,51.94666667,3.553333333,0,0,0,0,0,0,0,1.061666667,1.383333333,0,0,835233.845,12292.275,58345.51333,0,5420.473333,5527.226667,26488.58
LCLD_62,1.69,29553.8,2983.49,56.7,0,555.8133333,36488.84167,0,48.68333333,31.63166667,54.28333333,0,0,14.645,238.3566667,7.463333333,52.315,3.355,0,0,0,0,0,0,0,0,0,0,0,792394.1283,16553.14167,78671.555,0,5604.316667,6233.036667,31601.305
SL_2,10.4,24640.36,51.18,0,0,167.976,4255.992,0,0,6.05,12.38,0,0,5.072,53.022,3.564,11.888,6.484,15.756,8.726,0,0,0,0,0,0,0,15.546,0,899944.958,0,6983.834,0,54659.652,1647.438,4443.694
SL_5,9.64,39265.96,303.04,0,0,302.9816667,7421.106667,0,0,1.873333333,21.49333333,0,0,7.03,93.39333333,4.811666667,19.98166667,1.113333333,17.375,8.425,4.346666667,0,0,0,0,0,0,4.615,1.263333333,875770.7433,0,9974.433333,0,61738.425,2159.68,7179.688333
SL_8,9.28,49660.56,314.2533333,0,0,309.6233333,7305.17,0,0,3.58,21.47166667,0,0,6.258333333,88.44333333,2.733333333,16.64833333,0,7.021666667,0,7.876666667,0,0,0,0,0,0,0,1.023333333,855465.1167,1588.853333,7844.966667,0,72522.255,2284.56,6206.856667
SL_11,9.74,48838.16,459.8416667,0,0,312.4083333,8130.818333,0,0,3.595,21.18,0,0,7.51,100.365,2.745,19.365,0,7.685,3.366666667,0,0,0,0,0,0,0,0,0,850236.3883,1364.82,9860.015,0,71177.87833,2405.103333,7731.283333
SL_14,8.12,53471.8,338.325,0,0,285.7883333,7455.148333,0,0,3.525,22.68,0,0,7.6,90.00166667,1.363333333,18.905,0,6.786666667,3.311666667,8.795,0,0,0,0,0,0,0,0,852777.9833,1484.75,6831.833333,0,73623.62,2129.393333,5494.091667
SL_17,10.48,57255.78,202.7133333,0,0,271.0633333,6533.586667,0,0,2.155,20.46166667,0,0,7.398333333,78.87666667,2.723333333,19.25666667,0,8.406666667,3.538333333,3.861666667,0,0,0,0,0,0,0,0,854492.7933,0,5796.811667,0,74280.49167,2119.803333,5941.468333
SL_23,9.36,58974.64,308.3166667,0,0,315.7383333,6969.165,0,0,9.398333333,21.53166667,0,0,6.156666667,128.7283333,1.811666667,16.60833333,0,11.37333333,0,9.386666667,0,0,0,0,0,1.325,0,0,847885.0483,1409.03,9892.978333,0,71730.935,2471.686667,7880.251667
SL_25,9.77,50254.99,494.3266667,0,0,284.9566667,9479.393333,0,0,8.096666667,28.00333333,0,0,9.341666667,113.875,5.013333333,26.64333333,0,10.02,7.631666667,0,0,0,0,0,0,0,0,2.06,839574.0317,2378.893333,11313.54667,0,72569.72333,2488.941667,6663.981667
SL_26,7.93,52989.84,622.6183333,0,0,263.7816667,11468.275,0,0,8.938333333,33.885,0,0,11.045,110.6983333,5.273333333,29.51666667,0,13.51833333,0,0,0,0,0,0,0,0,0,1.128333333,840762.915,1673.216667,10000.64,0,74645.245,2594.563333,6208.226667
SL_29,7.38,39222.9,573.2333333,21.68,0,235.2733333,11214.96333,0,0,11.41666667,33.45666667,0,0,11.315,116.85,5.685,29.57833333,0,9.47,0,4.1,0,0,0,0,0,0,0,1.478333333,835142.7983,1642.136667,8693.426667,0,78277.06,2637.558333,5638.74
SL_32,5.98,55211.12,704.045,0,0,227.5883333,11938.09667,0,0,11,33.38833333,0,0.42,11.56,114.4233333,5.625,29.115,0,8.91,3.606666667,3.875,0,0,0,0,0,0,0,0,833971.6767,1999.165,10869.705,0,78100.19667,2809.951667,6054.68
SL_35,6.61,52327.88,101.7833333,0,0,109.075,6264.27,0,0,4.078333333,24.74833333,0,0,10.15,106.265,5.311666667,29.79666667,0.93,0.83,0,4.001666667,0,0,0,0,0,0,0,0,842121.0117,0,3198.126667,0,89706.33333,2112.396667,1926.671667
SL_38,5.73,55113.22,236.2,0,0,153.7883333,8916.325,0,0,7.226666667,27.67,0,0,11.34,118.9083333,5.131666667,30.57833333,0,0,0,4.118333333,0,0,0,0,1.566666667,0,0,0,840606.4633,0,2985.721667,0,88664.01167,2179.838333,2725.853333
SL_42,5.73,50001.4,690.98,0,0,231.96,11818.42833,0,3.425,12.29,36.245,0,0,12.39333333,145.5483333,6.05,33.89833333,0,0,0,0,0,0,0,0,0,0,0,0,837904.2483,298.64,4885.908333,0,84327.595,2751.241667,5877.565
SL_44,4.8,55326.99,449.07,0,0,177.58,9724.12,0,0,8.081666667,30.17,0,0,11.305,144.5166667,6.111666667,31.29,0.976666667,0,0,3.993333333,0,0,0,0,0.98,0,0,0,835716.695,370.9533333,4979.905,0,86611.13667,2705.023333,5686.396667
SL_47,4.54,55979.25,596.39875,0,0,232.74375,11870.415,0,1.69,13.42375,36.49875,0,0.29875,12.63,137.83,5.81,34.38125,0,0,0,0,0,0,0,0,0.7525,0,0,0,832358.4438,1269.33625,7070.29625,0,82888.815,2933.985,7526.9325
SL_50,4.63,54808.53,560.7383333,0,0,232.3733333,12195.08833,0,0,12.835,41.725,0,0,13.56333333,112.4683333,6.821666667,36.25,0,0,0,3.858333333,0,0,0,0,0,1.221666667,0,0,843400.6917,344.3083333,5711.135,0,81483.51167,2705.881667,6247.963333
SL_53,4.18,48039.21,554.925,0,0,250.5416667,12572.78167,0,6.68,8.52,40.00833333,0,0.368333333,14.18,116.4433333,7.408333333,37.05,0,2.433333333,0,0,0,0,0,0,0.856666667,0,0,0,833504.925,715.2066667,8781.795,0,80133.68,2957.476667,7055.351667
SL_56,4.38,48792.38,1020.971667,28.45666667,12.24,327.1333333,15520.11333,0,0,20.34833333,45.85333333,0.685,0,14.055,121.525,7.808333333,38.53166667,2.408333333,8.051666667,0,0,0,0,0,0,0.78,0,0,0,825529.7117,4560.813333,21259.51333,0,67105.91167,3796.37,13008.10167
SL_59,5.01,50368.6,1013.255,49.855,0,335.4616667,16280.80833,0,0,22.76166667,46.52666667,0.923333333,0,16.39333333,119.0433333,8.495,42.33166667,4.245,12.525,0,0,0,0,0,0,0,0,2.186666667,4.026666667,835289.6383,2886.151667,13796.86333,0,71342.005,3809.321667,11441.12333
SL_62,3.81,43150.44,1904.948333,120.185,0,462.59,22982.04,0,25.48166667,31.955,67.62333333,1.866666667,0,19.65166667,138.0266667,10.22666667,50.51333333,2.08,7.391666667,0,0,0,0,0,0,1.91,0,0,0,801296.6,7360.096667,34517.21333,0,59716.89,5396.343333,18298.20833
SL_65,3.67,51288.29,2202.311667,132.1216667,9.811666667,494.4933333,25589.94333,0,28.86333333,36.16833333,69.91333333,3.748333333,0,20.28666667,142.6766667,10.37166667,53.555,3.651666667,1.855,0,0,0,0,0,0,1.211666667,0,0,0,777241.46,10621.235,47462.47333,0,54360.83167,6094.73,20796.94833
SL_68,3.02,55174.93,2394.033333,136.8166667,16.03,499.1166667,27813.84667,0,27.475,35.92833333,77.18,6.43,0,22.98333333,140.2533333,11.84666667,57.565,5.235,1.856666667,0,0,0,0,0,0,0.976666667,0,0,0,780910.0783,12541.72667,54846.425,0,51381.55167,6538.66,19014.73833
SL_74,1.99,47689.28,2861.716667,256.9083333,24.31666667,531.4533333,31683.635,0,33.325,44.53333333,86.635,6.453333333,0,24.43833333,140.6866667,12.42333333,62.78833333,6.155,0,0,0,0,0,0,0,1.301666667,0,0,0,756944.8067,17580.75,76430.12333,0,42604.81333,7772.695,21261.72667
SL_77,0.78,37556.42,3243.416667,289.135,26.26666667,524.655,35442.72333,0,40.29833333,47.60166667,92.69333333,5.815,0,27.33,143.9066667,14.66333333,71.765,7.626666667,0,0,0,0,0,0,0,2.583333333,1.278333333,0,0,738675.23,22506.12,94497.92,0,37120.78,8711.053333,21844.20333
SL_80,0.75,32590.07,3469.126667,284.8433333,22.51,527.09,37127.18667,0,42.53333333,48.87,97.29833333,6.981666667,0,28.49666667,151.5083333,15.07833333,73.385,8.21,0,0,0,0,0,0,0,2.563333333,0,0,0,735245.1033,23151.97167,95820.33667,0,37824.09333,9044.626667,24399.93667
SL_83,0.71,31652.19,3387.335,261.4475,17.42,503.5025,37336.5575,0,42.1175,54.0725,97,7.5125,0,26.6425,148.8575,15.2175,72.3625,11.09,0,0,0,0,0,0,0,1.93,0,0,0,753323.0475,20678.5325,86954.2025,0,37286.5975,8592.5925,24385.345
BL2/3_4,16.97,,83.9675,0,0,103.5825,2843.4525,0,0,3.185,6.97,0,0,0,1151.3125,0.875,28.335,0,0,0,0,0,0,0,0,0,0,8.9975,3.7025,818691.07,0,7675.27,0,85758.0675,832.515,36903.1075
BL2/3_7,17.6,61803.34,0,0,0,117.955,3400.246667,0,0,2.16,12.725,0,0,0.566666667,1227.236667,0,27.84333333,0,0,0,0,0,0,0,0,0,0,11.435,4.401666667,791076.8083,0,8476.973333,0,92096.96167,770.7883333,40980.94
BL2/3_10,9.87,57353.34,0,0,0,144.1066667,3627.991667,0,0,1.978333333,15.03666667,0,0,0,1269.713333,0.951666667,30.01166667,0,0,0,0,0,0,0,0,0,0,9.641666667,13.93166667,812749.8817,0,7747.478333,0,90461.105,955.4766667,23592.91
BL2/3_13,20.36,,0,0,0,153.8,3378.991667,0,0,0,14.49166667,0,0,0.586666667,1489.498333,0,32.62166667,0,0,0,0,0,0,0,0,0,0,2.7,18.69666667,813433.9783,0,7079.995,0,88521.32833,1044.558333,21476.12333
BL2/3_16,16.92,,0,0,0,159.865,3015.733333,0,0,6.706666667,14.56,0,0,0.536666667,1544.768333,0,29.64833333,0,0,0,0,0,0,0,0,0,0,2.853333333,19.96666667,815398.4217,0,7650.418333,0,82305.01667,886.8233333,22881.39667
BL3_5,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BL3_8,10.59,73712.81,198.0783333,0,0,202.2483333,4988.501667,0,0,7.41,20.05833333,0,0,0.628333333,1673.475,0.566666667,32.80166667,0,8.511666667,0,0,0,0,0,0,0,0,0,24.955,803252.615,3212.885,23706.72333,0,39603.47167,1341.286667,46546.40833
BL3_11,15.78,72749.09,172.3683333,0,0,226.2,4707.066667,0,0,5.88,16.96333333,0,0,0.58,1602.295,0.591666667,32.57333333,0,4.473333333,0,0,0,0,0,0,0,0,6.225,26.35333333,810675.4383,1799.773333,23283.54833,0,38803.81167,1360.493333,40633.37167
BL3_14,12.51,79005.42,153.0033333,0,0,205.2833333,4404.491667,0,0,4.201666667,18.06333333,0,0,0.721666667,1462.63,0.706666667,30.17833333,0,4.576666667,0,0,0,0,0,0,0,0,0,20.57666667,809922.5333,1952.918333,22511.13833,0,44760.67833,1499.616667,41937.68333
BL3_17,11.48,63853.39,52.52,0,0,204.72,3834.431667,0,0,1.931666667,15.76333333,0,0,0.51,1382.703333,0,25.90666667,0,4.211666667,4.5,0,0,0,0,0,0,0,0,21.73,816527.35,763.415,18371.33333,0,50532.60667,1555.691667,36919.30167
BL3_20,10.04,64257.34,0,0,0,201.8133333,4040.206667,0,0,3.936666667,16.33166667,0.61,0,0,1466.303333,0.545,27.89,0,0,0,0,0,0,0,0,0,0,0,25.47666667,825534.35,1316.683333,14626.195,0,54068.98,1859.41,25241.35167
BL3_23,6.7,79027,62.78833333,0,0,192.325,3684.305,0,0,2.136666667,12.67833333,0.775,0,0,1583.386667,0,25.98166667,0,0,0,0,0,0,0,0,0,0,3.745,17.55,790403.495,392.75,14730.655,0,68979.72167,2140.496667,41339.255
BL3_26,11.43,73064.88,0,0,0,181.2866667,3489.205,0,0,0,12.705,0,0,0,1603.843333,0,27.51833333,0,0,0,4.42,0,0,0,0,0,0,0,20.69833333,811003.395,0,12315.63833,0,67343.16333,2149.421667,31604.78667
BL3_29,10.68,64366.47,47.66,0,0,170.0633333,3497.7,0,0,0,14.75,0,0,1.091666667,1525.336667,0,30.29166667,0,0,0,4.803333333,0,0,0,0,0,0,2.415,19.79166667,825166.7833,0,10542.4,0,68323.27,2177.74,26828.96167
